compound_id,preferred_name,synonyms
kegg:C19237,"1,2-Epoxybutane","1,2-Epoxybutane|1-Butene oxide"
kegg:C19238,"Ethyl acrylate","Ethyl acrylate"
kegg:C19239,"Ethyl methanesulfonate","Ethyl methanesulfonate"
kegg:C19240,"Nifurthiazole","2-(2-Formylhydrazino)-4-(5-nitro-2-furyl)thiazole|Nifurthiazole"
kegg:C19241,"Fumonisin B1","Fumonisin B1"
kegg:C19242,"Fumonisin B2","Fumonisin B2"
kegg:C19243,"Fusarin C","Fusarin C"
kegg:C19244,"Glu-P-1","2-Amino-6-methyldipyrid[1,2-a:3',2'-d]imidazole|Glu-P-1"
kegg:C19245,"Glu-P-2","2-Aminodipyrido[1,2-a:3',2'-d]imidazole|Glu-P-2"
kegg:C19246,"Glycidaldehyde","2-Oxiranecarboxaldehyde|Glycidaldehyde"
kegg:C19247,"HC Blue No.1","2,2'-[[4-(methylamino)-3-nitrophenyl]imino]bis-Ethanol|HC Blue No.1"
kegg:C19248,"Hexachloroethane","Hexachloroethane"
kegg:C19249,"2,4-Hexadienal","(E,E)-2,4-Hexadienal|2,4-Hexadienal"
kegg:C19250,"Hexamethylphosphoramide","HMPA|Hexamethylphosphoramide"
kegg:C19251,"Indeno[1,2,3-cd]pyrene","Indeno[1,2,3-cd]pyrene"
kegg:C19252,"Magenta","Fuchsin|Magenta|Rosaniline hydrochloride"
kegg:C19253,"2-Amino-3-methyl-9H-pyrido[2,3-b]indole","2-Amino-3-methyl-9H-pyrido[2,3-b]indole|MeA-alpha-C"
kegg:C19254,"MeIQ","2-Amino-3,4-dimethylimidazo[4,5-f]quinoline|MeIQ"
kegg:C19255,"MeIQx","2-Amino-3,8-dimethylimidazo[4,5-f]quinoxaline|8-Methyl-IQX|MeIQx"
kegg:C19256,"Merphalan","Merphalan|Sarcolysin"
kegg:C19257,"2-Methylaziridine","2-Methylaziridine|Propyleneimine"
kegg:C19258,"Methylazoxymethanol acetate","Methylazoxymethanol acetate"
kegg:C19259,"5-Methylchrysene","5-Methylchrysene"
kegg:C19260,"4,4'-Methylene bis(2-methylaniline)","4,4'-Methylene bis(2-methylaniline)"
kegg:C19261,"2-Methylimidazole","2-Methylimidazole"
kegg:C19262,"4-Methylimidazole","4-Methylimidazole"
kegg:C19263,"Methyl isobutyl ketone","Methyl isobutyl ketone"
kegg:C19264,"2-Methyl-1-nitroanthraquinone","2-Methyl-1-nitroanthraquinone"
kegg:C19265,"Methylthiouracil","Methylthiouracil"
kegg:C19266,"4,4'-Bis(dimethylamino)benzophenone","4,4'-Bis(dimethylamino)benzophenone|Michler's ketone"
kegg:C19267,"Levofuraltadone","5-(Morpholinomethyl)-3-[(5-nitrofurfurylidene)amino]-2- oxazolidinone|Levofuraltadone"
kegg:C19268,"Niridazole","Niridazole"
kegg:C19269,"5-Nitroacenaphthene","5-Nitroacenaphthene"
kegg:C19270,"2-Nitroanisole","2-Nitroanisole|o-Nitroanisole"
kegg:C19271,"6-Nitrochrysene","6-Nitrochrysene"
kegg:C19272,"Nifuradene","1-[(5-Nitrofurfurylidene)amino]-2-imidazolidinone|Nifuradene"
kegg:C19273,"N-[4-(5-Nitro-2-furyl)-2-thiazolyl]acetamide","Furothiazole|N-[4-(5-Nitro-2-furyl)-2-thiazolyl]acetamide"
kegg:C19274,"Nitrogen mustard N-oxide","Nitrogen mustard N-oxide"
kegg:C19275,"Nitromethane","Nitromethane"
kegg:C19276,"4-Nitropyrene","4-Nitropyrene"
kegg:C19277,"N-Nitrosodi-n-butylamine","N,N-Dibutylnitrosoamine|N-Nitrosodi-n-butylamine"
kegg:C19278,"N-Nitrosodiethanolamine","N-Nitrosodiethanolamine"
kegg:C19279,"N-Nitrosodi-n-propylamine","N-Nitrosodi-n-propylamine"
kegg:C19280,"3-(N-Nitrosomethylamino)propionitrile","3-(Methylnitrosamino)propionitrile|3-(N-Nitrosomethylamino)propionitrile"
kegg:C19281,"N-Nitrosomethylethylamine","N-Nitrosomethylethylamine"
kegg:C19282,"N-Nitrosomethylvinylamine","N-Nitrosomethylvinylamine"
kegg:C19283,"N-Nitrosomorpholine","N-Nitrosomorpholine"
kegg:C19284,"N-Nitrosopiperidine","N-Nitrosopiperidine"
kegg:C19285,"N-Nitrosopyrrolidine","N-Nitrosopyrrolidine"
kegg:C19286,"N-Nitrososarcosine","N-Nitrososarcosine"
kegg:C19287,"Oil Orange SS","Oil Orange SS"
kegg:C19288,"Palygorskite","Attapulgite|Palygorskite"
kegg:C19289,"Panfuran S","Dihydroxymethylfuratrizine|Panfuran S"
kegg:C19290,"Phenazopyridine hydrochloride","Phenazopyridine hydrochloride"
kegg:C19291,"Phenyl glycidyl ether","Phenyl glycidyl ether"
kegg:C19292,"Talc","Talc"
kegg:C19293,"Ponceau 3R","Ponceau 3R"
kegg:C19294,"Ponceau MX","Acid Red 26|Ponceau MX"
kegg:C19295,"Potassium bromate","Potassium bromate"
kegg:C19296,"1,3-Propane sultone","1,3-Propane sultone"
kegg:C19297,"Propiolactone","Propiolactone|beta-Propiolactone"
kegg:C19298,"Sodium ortho-phenylphenate","Sodium ortho-phenylphenate"
kegg:C19299,"Tetrafluoroethylene","Tetrafluoroethylene"
kegg:C19300,"Tetranitromethane","Tetranitromethane"
kegg:C19301,"N-Nitroso-N-methylurethane","N-Nitroso-N-methylurethane"
kegg:C19302,"Thioacetamide","Thioacetamide"
kegg:C19303,"4,4'-Thiodianiline","4,4'-Thiobisbenzenamine|4,4'-Thiodianiline"
kegg:C19304,"Thiouracil","4-Hydroxy-2-pyrimidinethiol|Thiouracil"
kegg:C19305,"Trichlormethine","2,2',2''-Trichlorotriethylamine hydrochloride|Trichlormethine"
kegg:C19306,"Trp-P-1","3-Amino-1,4-dimethyl-5H-pyrido[4,3-b]indole|Trp-P-1"
kegg:C19307,"Trypan Blue","Trypan Blue"
kegg:C19308,"Vanadium pentoxide","Vanadium pentoxide"
kegg:C19309,"Vinyl acetate","Vinyl acetate"
kegg:C19310,"4-Vinylcyclohexene","4-Vinyl-1-cyclohexene|4-Vinylcyclohexene"
kegg:C19311,"4-Vinylcyclohexene diepoxide","4-Vinylcyclohexene diepoxide"
kegg:C19312,"Acenaphthene","Acenaphthene"
kegg:C19313,"HTLV-1 basic zipper factor","HBZ|HTLV-1 basic zipper factor"
kegg:C19314,"Acepyrene","3,4-Dihydrocyclopenta[cd]pyrene|Acepyrene"
kegg:C19315,"Acridine orange","3,6-Bis(dimethylamino)acridine|Acridine orange"
kegg:C19316,"Allyl chloride","Allyl chloride"
kegg:C19317,"Allyl isothiocyanate","Allyl isothiocyanate"
kegg:C19318,"Allyl isovalerate","Allyl isovalerate"
kegg:C19319,"5-Aminoacenaphthene","5-Acenaphthenamine|5-Aminoacenaphthene"
kegg:C19320,"1-Amino-2-methylanthraquinone","1-Amino-2-methylanthraquinone"
kegg:C19321,"2-Amino-4-nitrophenol","2-Amino-4-nitrophenol"
kegg:C19322,"2-Amino-5-nitrophenol","2-Amino-5-nitrophenol"
kegg:C19323,"4-Amino-2-nitrophenol","4-Amino-2-nitrophenol"
kegg:C19324,"2-Amino-5-nitrothiazole","2-Amino-5-nitrothiazole|Aminonitrothiazole"
kegg:C19325,"11-Aminoundecanoic acid","11-Aminoundecanoic acid"
kegg:C19326,"para-Anisidine","1-Amino-4-methoxybenzene|para-Anisidine"
kegg:C19327,"Anthanthrene","Anthanthrene|Dibenzo[cd,jk]pyrene"
kegg:C19328,"Antimony trisulfide","Antimony trisulfide"
kegg:C19329,"Apholate","Apholate"
kegg:C19330,"para-Aramid fibrils","Kevlar 49|para-Aramid fibrils"
kegg:C19331,"Arsenobetaine","Arsenobetaine"
kegg:C19332,"2-(1-Aziridinyl)ethanol","1-Aziridineethanol|2-(1-Aziridinyl)ethanol"
kegg:C19333,"Aziridyl benzoquinone","Aziridyl benzoquinone|Benzoquinone aziridine"
kegg:C19334,"Azobenzene","Azobenzene"
kegg:C19335,"11H-Benz[bc]aceanthrylene","11H-Benz[bc]aceanthrylene"
kegg:C19336,"Benz[l]aceanthrylene","Benz[l]aceanthrylene"
kegg:C19337,"Benz[a]acridine","Benz[a]acridine"
kegg:C19338,"Benz[c]acridine","12-Azabenz[a]anthracene|Benz[c]acridine"
kegg:C19339,"Benzo[b]chrysene","1,2:6,7-Dibenzophenanthrene|Benzo[b]chrysene"
kegg:C19340,"Benzo[g]chrysene","Benzo[g]chrysene"
kegg:C19341,"Benzo[a]fluoranthene","Benzo[a]fluoranthene"
kegg:C19342,"Benzo[ghi]fluoranthene","2,13-Benzofluoranthene|Benzo[ghi]fluoranthene"
kegg:C19343,"Benzo[a]fluorene","11H-Benzo[a]fluorene|Benzo[a]fluorene"
kegg:C19344,"Benzo[c]fluorene","7H-Benzo[c]fluorene|Benzo[c]fluorene"
kegg:C19345,"para-Benzoquinone dioxime","para-Benzoquinone dioxime"
kegg:C19346,"Benzoyl peroxide","Benzoyl peroxide"
kegg:C19347,"Bis(1-aziridinyl)morpholinophosphine sulfide","Bis(1-aziridinyl)morpholinophosphine sulfide"
kegg:C19348,"1,2-Bis(chloromethoxy)ethane","1,2-Bis(chloromethoxy)ethane"
kegg:C19349,"1,4-Bis(chloromethoxymethyl)benzene","1,4-Bis(chloromethoxymethyl)benzene"
kegg:C19350,"Bis(2-chloro-1-methylethyl)ether","Bis(2-chloro-1-methylethyl)ether|DCIP"
kegg:C19351,"Bis(2,3-epoxycyclopentyl)ether","Bis(2,3-epoxycyclopentyl)ether"
kegg:C19352,"Brilliant Blue","Brilliant Blue|Brilliant Blue FCF, disodium salt"
kegg:C19353,"Bromochloroacetonitrile","Bromochloroacetonitrile"
kegg:C19354,"Bromoethane","Bromoethane|Ethyl bromide"
kegg:C19355,"2-Butoxyethanol","2-Butoxyethanol"
kegg:C19356,"1-tert-Butoxy-2-propanol","1-(1,1-Dimethylethoxy)-2-propanol|1-tert-Butoxy-2-propanol|Propylene glycol mono-t-buthyl ether"
kegg:C19357,"3-Carbethoxypsoralen","3-Carbethoxypsoralen"
kegg:C19358,"Carmoisine","Azorubin|C.I. Acid Red 14|Carmoisine"
kegg:C19359,"Chloramine","Chloramine"
kegg:C19360,"Chloroacetonitrile","Chloroacetonitrile"
kegg:C19361,"Chlorodifluoromethane","Chlorodifluoromethane"
kegg:C19362,"Chlorofluoromethane","Chlorofluoromethane"
kegg:C19363,"3-Chloro-2-methylpropene","3-Chloro-2-methylpropene"
kegg:C19364,"1-Chloro-3-nitrobenzene","1-Chloro-3-nitrobenzene"
kegg:C19365,"4-Chloro-meta-phenylenediamine","4-Chloro-1,3-benzenediamine|4-Chloro-meta-phenylenediamine"
kegg:C19366,"5-Chloro-ortho-toluidine","5-Chloro-o-toluidine|5-Chloro-ortho-toluidine"
kegg:C19367,"2-Chloro-1,1,1-trifluoroethane","2-Chloro-1,1,1-trifluoroethane"
kegg:C19368,"Chromium (III)","Chromium (III)|Chromium (III) ion"
kegg:C19369,"Chrysoidine","Chrysoidine"
kegg:C19370,"CI Acid Orange 3","2-Anilino-5-(2,4-dinitroanilino)-benzenesulfonic acid|C.I. Acid Orange 3|CI Acid Orange 3"
kegg:C19371,"CI Acid Orange 20","C.I. Acid Orange 20|CI Acid Orange 20"
kegg:C19372,"CI Orange G","C.I. Orange G|CI Orange G"
kegg:C19373,"CI Pigment Red 3","C.I. Pigment Red 3|CI Pigment Red 3"
kegg:C19374,"Cinnamyl anthranilate","Cinnamyl anthranilate"
kegg:C19375,"Coronene","Coronene"
kegg:C19376,"meta-Cresidine","4-Methoxy-2-methyl-benzenamine|m-Cresidine|meta-Cresidine"
kegg:C19377,"Crotonaldehyde","2-Butenal|Crotonaldehyde"
kegg:C19378,"Cyclamate","Cyclamate|Sodium cyclamate"
kegg:C19379,"Cyclochlorotine","Cyclochlorotine"
kegg:C19380,"4H-Cyclopenta[def]chrysene","4H-Cyclopenta[def]chrysene"
kegg:C19381,"5,6-Cyclopenteno-1,2-benzanthracene","2,3-Dihydro-1H-benzo[a]cyclopent[h]anthracene|5,6-Cyclopenteno-1,2-benzanthracene"
kegg:C19382,"D and C Red No. 9","C.I. Pigment Red 53|D and C Red No. 9"
kegg:C19383,"Decabromodiphenyl oxide","Decabromodiphenyl oxide"
kegg:C19384,"1,2-Diamino-4-nitrobenzene","1,2-Diamino-4-nitrobenzene"
kegg:C19385,"1,4-Diamino-2-nitrobenzene","1,4-Diamino-2-nitrobenzene"
kegg:C19386,"2,5-Diaminotoluene","2,5-Diaminotoluene|2-Methyl-1,4-benzenediamine"
kegg:C19387,"Diazomethane","Diazomethane"
kegg:C19388,"Dibenz[a,c]anthracene","Benzo[b]triphenylene|Benzotriphenylene|Dibenz[a,c]anthracene"
kegg:C19389,"Dibenz[a,j]anthracene","Dibenz[a,j]anthracene|Dibenzo-1,2,7,8-anthracene"
kegg:C19390,"Dibenzo[a,e]fluoranthene","2,3,5,6-Dibenzofluoranthene|Dibenzo[a,e]fluoranthene"
kegg:C19391,"13H-Dibenzo[a,g]fluorene","13H-Dibenzo[a,g]fluorene"
kegg:C19392,"Dibenzo[h,rst]pentaphene","Dibenzo[h,rst]pentaphene"
kegg:C19393,"Dibenzo[a,e]pyrene","Dibenzo[a,e]pyrene|Naphtho[1,2,3,4-def]chrysene"
kegg:C19394,"Dibenzo[e,l]pyrene","Dibenzo[e,l]pyrene"
kegg:C19395,"Dichloroacetonitrile","Dichloroacetonitrile"
kegg:C19396,"Dibromoacetonitrile","Dibromoacetonitrile"
kegg:C19397,"1,3-Dichlorobenzene","1,3-Dichlorobenzene|meta-Dichlorobenzene"
kegg:C19398,"trans-1,4-Dichlorobutene","trans-1,4-Dichloro-2-butene|trans-1,4-Dichlorobutene"
kegg:C19399,"2,6-Dichloro-para-phenylenediamine","2,6-Dichloro-1,4-benzenediamine|2,6-Dichloro-para-phenylenediamine"
kegg:C19400,"N,N'-Diethylthiourea","1,3-Diethyl-2-thiourea|N,N'-Diethylthiourea"
kegg:C19401,"Dihydroaceanthrylene","1,2-Dihydroaceanthrylene|Dihydroaceanthrylene"
kegg:C19402,"Dimethoxane","Dimethoxane"
kegg:C19403,"3,3'-Dimethoxybenzidine-4,4'-diisocyanate","3,3'-Dimethoxybenzidine-4,4'-diisocyanate"
kegg:C19404,"4,4'-Dimethylangelicin","4,4'-Dimethylangelicin"
kegg:C19405,"4,5'-Dimethylangelicin","4,5'-Dimethylangelicin"
kegg:C19406,"Dimethyl hydrogen phosphite","Dimethyl hydrogen phosphite"
kegg:C19407,"1,4-Dimethylphenanthrene","1,4-Dimethylphenanthrene"
kegg:C19408,"1,3-Dinitropyrene","1,3-Dinitropyrene"
kegg:C19409,"Dinitrosopentamethylenetetramine","Dinitrosopentamethylenetetramine"
kegg:C19410,"3,5-Dinitrotoluene","3,5-Dinitrotoluene"
kegg:C19411,"2,4'-Diphenyldiamine","2,4'-Diaminobiphenyl|2,4'-Diphenyldiamine"
kegg:C19412,"Disperse Yellow 3","Disperse Yellow 3|N-[4-[2-(2-hydroxy-5-methylphenyl)diazenyl]phenyl]-acetamide"
kegg:C19413,"Doxefazepam","Doxefazepam"
kegg:C19414,"Doxylamine succinate","Doxylamine succinate"
kegg:C19415,"Dulcin","Dulcin"
kegg:C19416,"Eosin","D & C Red no. 21|Eosin"
kegg:C19417,"3,4-Epoxy-6-methylcyclohexylmethyl-3,4-epoxy-6-methylcyclo-hexanecarboxylate","3,4-Epoxy-6-methylcyclohexylmethyl-3,4-epoxy-6-methylcyclo-hexanecarboxylate"
kegg:C19418,"cis-9,10-Epoxystearic acid","cis-9,10-Epoxystearic acid"
kegg:C19419,"Ethylene sulfide","Ethylene sulfide|Thiirane"
kegg:C19420,"2-Ethylhexyl acrylate","2-Ethylhexyl acrylate"
kegg:C19421,"Ethyl selenac","Ethyl selenac"
kegg:C19422,"Evans blue","Evans blue"
kegg:C19423,"Fast Green FCF","Fast Green FCF"
kegg:C19424,"Ferric oxide","Ferric oxide"
kegg:C19425,"Fluoranthene","Fluoranthene"
kegg:C19426,"Glycidyl oleate","Glycidyl oleate"
kegg:C19427,"Glycidyl stearate","Glycidyl stearate"
kegg:C19428,"Guinea Green B","C.I. Acid Green 3|Guinea Green B"
kegg:C19429,"HC Blue No. 2","2,2'-[[4-[(2-Hydroxyethyl)amino]-3-nitrophenyl]imino]bis-ethanol|HC Blue No. 2"
kegg:C19430,"HC Red No. 3","2-[(4-Amino-2-nitrophenyl)amino]-ethanol|HC Red No. 3"
kegg:C19431,"HC Yellow No. 4","2-[[2-(2-Hydroxyethoxy)-4-nitrophenyl]amino]-ethanol|HC Yellow No. 4"
kegg:C19432,"Hycanthone mesylate","Hycanthone mesylate"
kegg:C19433,"4-Hydroxyazobenzene","4-(Phenylazo)phenol|4-Hydroxyazobenzene"
kegg:C19434,"8-Hydroxyquinoline","8-Hydroxyquinoline|Oxyquinoline"
kegg:C19435,"Hydroxysenkirkine","Hydroxysenkirkine"
kegg:C19436,"Iron-dextrin complex","Dextriferron|Iron-dextrin complex"
kegg:C19437,"Iron sorbitex","Iron sorbitex"
kegg:C19438,"Lauroyl peroxide","Dilauroyl peroxide|Lauroyl peroxide"
kegg:C19439,"Light Green SF","C.I. Acid Green 5|Light Green SF"
kegg:C19440,"Malonaldehyde","Malonaldehyde|Malondialdehyde"
kegg:C19441,"Mannomustine dihydrochloride","Degranol|Mannomustine dihydrochloride"
kegg:C19442,"Medphalan","D-Melphalan|Medphalan"
kegg:C19443,"Methyl acrylate","Methyl acrylate"
kegg:C19444,"5-Methylangelicin","5-Methylangelicin"
kegg:C19445,"Methyl carbamate","Methyl carbamate"
kegg:C19446,"Methyl chloride","Methyl chloride"
kegg:C19447,"1-Methylchrysene","1-Methylchrysene"
kegg:C19448,"2-Methylchrysene","2-Methylchrysene"
kegg:C19449,"3-Methylchrysene","3-Methylchrysene"
kegg:C19450,"4-Methylchrysene","4-Methylchrysene"
kegg:C19451,"6-Methylchrysene","6-Methylchrysene"
kegg:C19452,"N-Methyl-N,4-dinitrosoaniline","N,4-Dinitrosomethylaniline|N-Methyl-N,4-dinitrosoaniline"
kegg:C19453,"4,4'-Methylenediphenyl diisocyanate","4,4'-Methylenediphenyl diisocyanate|Methylenebisphenyl diisocyanate"
kegg:C19454,"2-Methylfluoranthene","2-Methylfluoranthene"
kegg:C19455,"3-Methylfluoranthene","3-Methylfluoranthene"
kegg:C19456,"N-Methylolacrylamide","N-(Hydroxymethyl)acrylamide|N-Methylolacrylamide"
kegg:C19457,"1-Methylphenanthrene","1-Methylphenanthrene"
kegg:C19458,"7-Methylpyrido[3,4-c]psoralen","7-Methylpyrido[3,4-c]psoralen"
kegg:C19459,"Methyl red","Methyl red|o-Methyl red"
kegg:C19460,"Methyl selenac","Methyl selenac|Tetrakis(dimethyldithiocarbamato)-selenium"
kegg:C19461,"Musk ambrette","Musk ambrette"
kegg:C19462,"Musk xylene","Musk xylene"
kegg:C19463,"1,5-Naphthalenediamine","1,5-Naphthalenediamine"
kegg:C19464,"1,5-Naphthalene diisocyanate","1,5-Naphthalene diisocyanate"
kegg:C19465,"Naphtho[1,2-b]fluoranthene","Indeno[1,2,3-hi]chrysene|Naphtho[1,2-b]fluoranthene"
kegg:C19466,"Naphtho[2,1-a]fluoranthene","Dibenz[a,j]aceanthrylene|Naphtho[2,1-a]fluoranthene"
kegg:C19467,"Naphtho[2,3-e]pyrene","Dibenzo[de,qr]naphthacene|Naphtho[2,3-e]pyrene"
kegg:C19468,"Nithiazide","Nithiazide"
kegg:C19469,"5-Nitro-ortho-anisidine","2-Methoxy-5-nitroaniline|5-Nitro-ortho-anisidine"
kegg:C19470,"9-Nitroanthracene","9-Nitroanthracene"
kegg:C19471,"7-Nitrobenz[a]anthracene","7-Nitrobenz[a]anthracene"
kegg:C19472,"6-Nitrobenzo[a]pyrene","6-Nitrobenzo[a]pyrene"
kegg:C19473,"4-Nitrobiphenyl","4-Nitro-1,1'-biphenyl|4-Nitrobiphenyl"
kegg:C19474,"2-Nitronaphthalene","2-Nitronaphthalene"
kegg:C19475,"3-Nitroperylene","3-Nitroperylene"
kegg:C19476,"2-Nitropyrene","2-Nitropyrene"
kegg:C19477,"N'-Nitrosoanabasine","3-(1-Nitroso-2-piperidinyl)-pyridine|N'-Nitrosoanabasine"
kegg:C19478,"N'-Nitrosoanatabine","N'-Nitrosoanatabine|NAT"
kegg:C19479,"para-Nitrosodiphenylamine","4-Nitroso-N-phenyl-benzenamine|para-Nitrosodiphenylamine"
kegg:C19480,"N-Nitrosofolic acid","N-Nitrosofolic acid|N-[4-[[(2-amino-1,4-dihydro-4-oxo-6-pteridinyl)-L-Glutamic acid"
kegg:C19481,"N-Nitrosoguvacine","N-Nitrosoguvacine"
kegg:C19482,"N-Nitrosoguvacoline","N-Nitrosoguvacoline"
kegg:C19483,"N-Nitrosohydroxyproline","4-Hydroxy-1-nitroso-L-proline|N-Nitrosohydroxyproline"
kegg:C19484,"3-(N-Nitrosomethylamino)propionaldehyde","3-(Methylnitrosoamino)-propanal|3-(N-Nitrosomethylamino)propionaldehyde"
kegg:C19485,"N-Nitrosoproline","1-Nitroso-L-proline|N-Nitrosoproline"
kegg:C19486,"3-Nitrotoluene","3-Nitrotoluene"
kegg:C19487,"Nitrovin","Difurazone|Nitrovin"
kegg:C19488,"7,12-Dimethylbenz[a]anthracene","7,12-Dimethylbenz[a]anthracene|DMBA"
kegg:C19489,"1a,11b-Dihydro-4,9-dimethylbenz[a]anthra[3,4-b]oxirene","1a,11b-Dihydro-4,9-dimethylbenz[a]anthra[3,4-b]oxirene"
kegg:C19490,"trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene","trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene|trans-DMBA-3,4-dihydrodiol"
kegg:C19491,"2-methylbutanal oxime","2-methylbutanal oxime"
kegg:C19492,"Nylon 6","Nylon 6|Policapram"
kegg:C19493,"Estradiol mustard","Estradiol mustard|Oestradiol mustard"
kegg:C19494,"Oxyphenbutazone","Oxyphenbutazone"
kegg:C19495,"Penicillic acid","3-Methoxy-5-methyl-4-oxo-2,5-hexadienoic acid|Penicillic acid"
kegg:C19496,"Pentachloroethane","1,1,1,2,2-Pentachloro-ethane|Pentachloroethane"
kegg:C19497,"Perylene","Perylene"
kegg:C19498,"Phenicarbazide","Phenicarbazide"
kegg:C19499,"para-Phenylenediamine","1,4-Benzenediamine|para-Phenylenediamine"
kegg:C19500,"Picene","Benzo[a]chrysene|Picene"
kegg:C19501,"Polyacrylic acid","Polyacrylic acid"
kegg:C19502,"Polychloroprene","Polychloroprene"
kegg:C19503,"Polyethylene","Polyethylene"
kegg:C19504,"Polymethyl methacrylate","Polymethyl methacrylate"
kegg:C19505,"Polipropene 25","Polipropene 25|Polypropylene"
kegg:C19506,"Polystyrene","Polystyrene"
kegg:C19507,"Polytetrafluoroethylene","Polytef|Polytetrafluoroethylene"
kegg:C19508,"Polyvinyl chloride","Polyvinyl chloride"
kegg:C19509,"Polyvinyl pyrrolidone","Polyvinyl pyrrolidone|Povidone"
kegg:C19510,"Ponceau SX","C.I. 14700|Ponceau SX"
kegg:C19511,"Potassium bis(2-hydroxyethyl)dithiocarbamate","Bis(2-hydroxyethyl)dithiocarbamic acid, potassium salt|Potassium bis(2-hydroxyethyl)dithiocarbamate"
kegg:C19512,"Prednimustine","Prednimustine"
kegg:C19513,"Pronetalol hydrochloride","Pronetalol hydrochloride"
kegg:C19514,"n-Propyl carbamate","n-Propyl carbamate"
kegg:C19515,"Ptaquiloside","Braxin C|Ptaquiloside"
kegg:C19516,"Pyrido[3,4-c]psoralen","Pyrido[3,4-c]psoralen"
kegg:C19517,"Rhodamine B","Rhodamine B"
kegg:C19518,"Ripazepam","Ripazepam"
kegg:C19519,"Saccharated iron oxide","Ferric oxide, saccharated|Iron sucrose|Saccharated iron oxide"
kegg:C19520,"Scarlet Red","1-[2-[2-Methyl-4-[2-(2-methylphenyl)diazenyl]phenyl]diazenyl]-2-naphthalenol|Scarlet Red"
kegg:C19521,"Semicarbazide hydrochloride","Semicarbazide hydrochloride"
kegg:C19522,"Sepiolite","Sepiolite"
kegg:C19523,"Sodium chlorite","Sodium chlorite|Textone"
kegg:C19524,"Succinic anhydride","Dihydro-2,5-furandione|Succinic anhydride"
kegg:C19525,"Sudan I","C.I. Solvent Yellow 14|Sudan I"
kegg:C19526,"Sudan II","C.I. Solvent Orange 7|Sudan II"
kegg:C19527,"Sudan III","C.I. Solvent Red 23|Sudan III"
kegg:C19528,"Sudan Brown RR","4-[2-(1-Naphthalenyl)diazenyl]-1,3-benzenediamine|C.I. 11285|Sudan Brown RR"
kegg:C19529,"Sudan Red 7B","C.I. Solvent Red 19|N-Ethyl-1-[2-[4-(2-phenyldiazenyl)phenyl]diazenyl]-2-naphthalenamine|Oil Violet|Sudan Red 7B"
kegg:C19530,"Sulfamethazine","Sulfamethazine"
kegg:C19531,"Sunset Yellow FCF","C.I. Food Yellow 3|Sunset Yellow FCF"
kegg:C19532,"Strobane","Strobane|Terpene polychlorinates"
kegg:C19533,"2,2',5,5'-Tetrachlorobenzidine","2,2',5,5'-Tetrachlorobenzidine"
kegg:C19534,"1,1,2,2-Tetrachloroethane","1,1,2,2-Tetrachloroethane|Tetrachloroethane"
kegg:C19535,"Trichloroacetonitrile","2,2,2-Trichloro-acetonitrile|Trichloroacetonitrile"
kegg:C19536,"1,1,2-Trichloroethane","1,1,2-Trichloroethane"
kegg:C19537,"Triethylene glycol diglycidyl ether","Etoglucid|Triethylene glycol diglycidyl ether"
kegg:C19538,"4,4',6-Trimethylangelicin","4,4',6-Trimethylangelicin"
kegg:C19539,"2,4,5-Trimethylaniline","2,4,5-Trimethylaniline"
kegg:C19540,"2,4,6-Trimethylaniline","2,4,6-Trimethylaniline"
kegg:C19541,"Triphenylene","Triphenylene"
kegg:C19542,"Triaziquone","Triaziquone|Tris(aziridinyl)-para-benzoquinone"
kegg:C19543,"Tris(1-aziridinyl)phosphine oxide","APO|TEPA|Tris(1-aziridinyl)phosphine oxide"
kegg:C19544,"1,2,3-Tris(chloromethoxy)propane","1,2,3-Tris(chloromethoxy)propane"
kegg:C19545,"Vat Yellow 4","C.I. Vat Yellow 4|Dibenzo[b,def]chrysene-7,14-dione|Vat Yellow 4"
kegg:C19546,"Vinyl chloride-vinyl acetate copolymer","Pevikon|Vinyl chloride-vinyl acetate copolymer"
kegg:C19547,"Vinylidene fluoride","1,1-Difluoroethene|Vinylidene fluoride"
kegg:C19548,"N-Vinyl-2-pyrrolidone","1-Ethenyl-2-pyrrolidinone|N-Vinyl-2-pyrrolidone"
kegg:C19549,"Vinyl toluene","Vinyl toluene"
kegg:C19550,"Wollastonite","Wollastonite"
kegg:C19551,"Xylenes","Xylenes"
kegg:C19552,"Yellow AB","1-(2-Phenyldiazenyl)-2-naphthalenamine|Yellow AB"
kegg:C19553,"Yellow OB","1-[2-(2-Methylphenyl)diazenyl]-2-naphthalenamine|Yellow OB"
kegg:C19554,"Acriflavinium chloride","Acriflavinium chloride"
kegg:C19555,"Hematite","Hematite"
kegg:C19556,"Tris(2-methyl-1-aziridinyl)phosphine oxide","Metepa|Tris(2-methyl-1-aziridinyl)phosphine oxide"
kegg:C19557,"Treosulfan","Treosulfan"
kegg:C19558,"AF-2","2-(2-Furyl)-3-(5-nitro-2-furyl)acrylamide|AF-2|Furylfuramide"
