compound_id,preferred_name,synonyms
kegg:C09734,"Farrerol","Farrerol"
kegg:C09735,"Fisetinidol","3,7,3',4'-Tetrahydroxyflavan|Fisetinidol"
kegg:C09736,"Fisetinidol-4beta-ol","(-)-Mollisacacidin|5-Deoxyleucocyanidin|Fisetinidol-4beta-ol|Fisetinin-3,4-diol"
kegg:C09737,"Solavetivone","Solavetivone"
kegg:C09738,"T-2 Toxin","T-2 Toxin"
kegg:C09739,"Tetradymol","Tetradymol"
kegg:C09740,"Thujopsene","Thujopsene"
kegg:C09741,"Trichodermin","Trichodermin"
kegg:C09742,"Trichothecin","Trichothecin"
kegg:C09743,"Valerenic acid","Valerenic acid"
kegg:C09744,"alpha-Vetivone","alpha-Vetivone"
kegg:C09745,"beta-Vetivone","beta-Vetivone"
kegg:C09746,"Verrucarin A","Muconomycin A|Verrucarin A"
kegg:C09747,"Vomitoxin","Deoxynivalenol|Vomitoxin"
kegg:C09748,"Warburganal","Warburganal"
kegg:C09749,"alpha-Ylangene","alpha-Ylangene"
kegg:C09750,"Zingiberene","Zingiberene|alpha-Zingiberene"
kegg:C09751,"Garbanzol","3,7,4'-Trihydroxyflavanone|Garbanzol"
kegg:C09752,"Glabranin","Glabranin"
kegg:C09753,"Glepidotin B","Glepidotin B"
kegg:C09754,"Glycyphyllin","Glycyphyllin|Phloretin 2'-O-rhamnoside"
kegg:C09755,"Hesperidin","Ciratin|Hesperetin 7-O-rutinoside|Hesperidin"
kegg:C09756,"Homoeriodictyol","Eriodictyol 3'-methyl ether|Homoeriodictyol"
kegg:C09757,"7-Hydroxyflavan","7-Hydroxyflavan"
kegg:C09758,"Isochamaejasmin","3,3''-Binaringenin|Isochamaejasmin"
kegg:C09759,"Isouvaretin","1-(4,6-Dihydroxy-3-((2-hydroxyphenyl)methyl)-2-methoxyphenyl)-3-phenyl-1-propanone|Isouvaretin"
kegg:C09760,"Kazinol A","Kazinol A"
kegg:C09761,"Kolaflavanone","Kolaflavanone"
kegg:C09762,"Liquiritigenin","7,4'-Dihydroxyflavanone|Liquiritigenin"
kegg:C09763,"Manniflavanone","Manniflavanone"
kegg:C09764,"6-Methoxyaromadendrin 3-O-acetate","6-Methoxyaromadendrin 3-O-acetate"
kegg:C09765,"Agnuside","Agnuside"
kegg:C09766,"Allamandin","Allamandin"
kegg:C09767,"Amarogentin","Amarogentin"
kegg:C09768,"Antirrhinoside","Antirrhinoside"
kegg:C09769,"Asperuloside","Asperuloside"
kegg:C09770,"6-Methoxytaxifolin","6-Methoxytaxifolin"
kegg:C09771,"Aucubin","Aucubin"
kegg:C09772,"Boschnialactone","Boschnialactone"
kegg:C09773,"Catalpol","Catalpol"
kegg:C09774,"2'-O-Methylodoratol","2'-O-Methylodoratol|Methylodoratol"
kegg:C09775,"Catalposide","Catalposide"
kegg:C09776,"Didrovaltratum","Didrovaltrate|Didrovaltratum"
kegg:C09777,"Dolichodial","Dolichodial|Iridial"
kegg:C09778,"Fulvoplumierin","Fulvoplumierin"
kegg:C09779,"Gardenoside","Gardenoside"
kegg:C09780,"Genipin","Genipin"
kegg:C09781,"Geniposide","Geniposide"
kegg:C09782,"Gentiopicrin","Gentiopicrin|Gentiopicroside"
kegg:C09783,"Harpagoside","Harpagoside"
kegg:C09784,"Ipolamiide","Ipolamiide"
kegg:C09785,"(+)-Iridodial","(+)-Iridodial"
kegg:C09786,"Iridomyrmecin","Iridomyrmecin"
kegg:C09787,"Isoplumericin","Isoplumericin"
kegg:C09788,"Monotropein","Monotropein"
kegg:C09789,"Naringin","Naringenin 7-O-[alpha-L-rhamnosyl-(1->2)-beta-D-glucoside]|Naringenin 7-O-neohesperidoside|Naringin"
kegg:C09790,"(+)-Neomatatabiol","(+)-Neomatatabiol"
kegg:C09791,"Nepetalactone cis-trans-form","Nepetalactone cis-trans-form"
kegg:C09792,"Nepetalactone trans-cis-form","Nepetalactone trans-cis-form"
kegg:C09793,"Narirutin","Naringenin 7-O-rutinoside|Narirutin"
kegg:C09794,"Oleuropein","Oleuropein"
kegg:C09795,"Paederoside","Paederoside"
kegg:C09796,"Plumericin","Plumericin"
kegg:C09797,"Plumieride","Plumieride"
kegg:C09798,"Scandoside methyl ester","Scandoside methyl ester"
kegg:C09799,"Specionin","Specionin"
kegg:C09800,"Swertiamarin","Swertiamarin"
kegg:C09801,"Valtratum","Valtrate|Valtratum"
kegg:C09802,"Verbenalin","Cornin (glycoside)|Verbenalin"
kegg:C09803,"Neoastilbin","(2S,3S)-Taxifolin 3-rhamnoside|Neoastilbin"
kegg:C09804,"(+)-Iridodial","(+)-Iridodial"
kegg:C09805,"Neoeriocitrin","Eriodictyol 7-O-neohesperidoside|Neoeriocitrin"
kegg:C09806,"Neohesperidin","Hesperetin 7-O-neohesperidoside|Neohesperidin"
kegg:C09807,"Odoratol","Odoratol"
kegg:C09808,"Phellamurin","8-Prenyldihydrokaempferol 7-glucoside|Phellamurin"
kegg:C09809,"Cyclohex-2,5-diene-1-carboxyl-CoA","Cyclohex-2,5-diene-1-carboxyl-CoA"
kegg:C09810,"Cyclohex-1,4-diene-1-carboxyl-CoA","Cyclohex-1,4-diene-1-carboxyl-CoA"
kegg:C09811,"Cyclohex-1-ene-1-carboxyl-CoA","Cyclohex-1-ene-1-carboxyl-CoA"
kegg:C09812,"2-Hydroxycyclohexane-1-carboxyl-CoA","2-Hydroxycyclohexane-1-carboxyl-CoA"
kegg:C09813,"2-Ketocyclohexane-1-carboxyl-CoA","2-Ketocyclohexane-1-carboxyl-CoA|2-Oxocyclohexane-1-carbonyl-CoA"
kegg:C09814,"Benzonitrile","Benzonitrile|Cyanobenzene|Phenyl cyanide"
kegg:C09815,"Benzamide","Benzamide"
kegg:C09816,"Benzylsuccinate","(R)-2-Benzylsuccinate|Benzylsuccinate"
kegg:C09817,"Benzylsuccinyl-CoA","(R)-2-Benzylsuccinyl-CoA|Benzylsuccinyl-CoA"
kegg:C09818,"E-Phenylitaconyl-CoA","(E)-2-Benzylidenesuccinyl-CoA|E-Phenylitaconyl-CoA"
kegg:C09819,"(Hydroxymethylphenyl)succinyl-CoA","(Hydroxymethylphenyl)succinyl-CoA"
kegg:C09820,"Benzoylsuccinyl-CoA","2-Benzoylsuccinyl-CoA|Benzoylsuccinyl-CoA"
kegg:C09821,"6-Ketoxycyclohex-1-ene-1-carboxyl-CoA","6-Ketoxycyclohex-1-ene-1-carboxyl-CoA"
kegg:C09822,"Cyclohexane-1-carboxylate","Cyclohexane-1-carboxylate|Cyclohexanecarboxylic acid|Hexahydrobenzoic acid"
kegg:C09823,"Cyclohexane-1-carboxyl-CoA","Cyclohexane-1-carboxyl-CoA"
kegg:C09824,"2,6-Dihydroxycyclohexane-1-carboxyl-CoA","2,6-Dihydroxycyclohexane-1-carboxyl-CoA"
kegg:C09825,"6-Oxo-2-hydroxycyclohexane-1-carboxyl-CoA","6-Oxo-2-hydroxycyclohexane-1-carboxyl-CoA"
kegg:C09826,"Pinobanksin","3,5,7-Trihydroxyflavanone|Pinobanksin"
kegg:C09827,"Pinocembrin","(2s)-4',7-dihydroxyflavanone|5,7-Dihydroxyflavanone|Pinocembrin"
kegg:C09828,"Pinocembrin 7-rhamnosylglucoside","Pinocembrin 7-rhamnosylglucoside"
kegg:C09829,"Piperaduncin B","Piperaduncin B"
kegg:C09830,"Poncirin","Isosakuranetin 7-O-neohesperidoside|Poncirin"
kegg:C09831,"5'-Prenylhomoeriodictyol","5'-Prenylhomoeriodictyol|Sigmoidin B 3'-methyl ether"
kegg:C09832,"6-Prenylnaringenin","5,7,4'-Trihydroxy-6-prenylflavanone|6-Prenylnaringenin"
kegg:C09833,"Sakuranetin","Naringenin 7-methyl ether|Sakuranetin"
kegg:C09834,"Sanggenon C","Sanggenon C"
kegg:C09835,"Sanggenon D","Sanggenon D"
kegg:C09836,"Ascaridole","Ascaridole"
kegg:C09837,"(1S,2R,4S)-(-)-Bornyl acetate","(1S,2R,4S)-(-)-Bornyl acetate"
kegg:C09839,"Car-3-ene","(-)-3-Carene|Car-3-ene"
kegg:C09840,"Carvacrol","Carvacrol"
kegg:C09841,"Carvone oxide","Carvone oxide"
kegg:C09842,"Chrysanthemic acid","Chrysanthemic acid"
kegg:C09843,"Chrysanthenone","Chrysanthenone"
kegg:C09844,"1,8-Cineole","1,8-Cineol|1,8-Cineole"
kegg:C09845,"Cinerin I","Cinerin I"
kegg:C09846,"Cinerin II","Cinerin II"
kegg:C09847,"cis-Citral","Neral|cis-Citral"
kegg:C09848,"(R)-(+)-Citronellal","(R)-(+)-Citronellal"
kegg:C09849,"beta-Citronellol","(R)-(+)-Citronellol|beta-Citronellol"
kegg:C09850,"Acrifoline","Acrifoline"
kegg:C09851,"Annofoline","(15R)-5beta-Hydroxy-15-methyllycopodan-8-one|Annofoline"
kegg:C09852,"Annotine","Annotine"
kegg:C09853,"1,2-Dihydroxymint lactone","1,2-Dihydroxymint lactone"
kegg:C09854,"Diosphenol","Diosphenol"
kegg:C09855,"Annotinine","Annotinine"
kegg:C09856,"Carolinianine","Carolinianine"
kegg:C09858,"Evodone","Evodone"
kegg:C09859,"Fenchone","(1R,4S)-(+)-Fenchone|Fenchone"
kegg:C09860,"Cernuine","Cernuine"
kegg:C09861,"Geranyl acetate","Geranyl acetate"
kegg:C09862,"Fawcettidine","Fawcettidine"
kegg:C09863,"Linalyl acetate","Linalyl acetate"
kegg:C09864,"Fawcettimine","Fawcettimine"
kegg:C09865,"Flabellidine","Flabellidine"
kegg:C09866,"Huperzine B","Huperzine B"
kegg:C09867,"Inundatine","Inundatine"
kegg:C09868,"Menthofuran","Menthofuran"
kegg:C09869,"Lucidine B","Lucidine B|Serratanine"
kegg:C09870,"(-)-Menthyl acetate","(-)-Menthyl acetate|Menthyl acetate|l-Menthyl acetate"
kegg:C09871,"Nerol","(Z)-3,7-Dimethylocta-2,6-dien-1-ol|Nerol"
kegg:C09872,"Luciduline","Luciduline"
kegg:C09873,"beta-Ocimene","beta-Ocimene"
kegg:C09874,"Lycocernuine","Lycocernuine"
kegg:C09875,"(R)-(-)-alpha-Phellandrene","(R)-(-)-alpha-Phellandrene"
kegg:C09876,"Lycodine","Lycodine"
kegg:C09877,"(+)-beta-Phellandrene","(+)-beta-Phellandrene"
kegg:C09878,"Lycofawcine","Lycofawcine"
kegg:C09879,"Lycoflexine","Lycoflexine"
kegg:C09880,"alpha-Pinene","alpha-Pinene"
kegg:C09881,"Lyconnotine","Lyconnotine"
kegg:C09882,"beta-Pinene","beta-Pinene"
kegg:C09883,"Lycopodine","Lycopodine"
kegg:C09884,"Pinocarvone","Pinocarvone"
kegg:C09885,"(+)-Piperitone","(+)-Piperitone|d-Piperitone"
kegg:C09886,"Magellanine","Magellanine"
kegg:C09887,"Piquerol A","Piquerol A"
kegg:C09888,"Megastachine","Megastachine"
kegg:C09889,"alpha-Obscurine","alpha-Obscurine"
kegg:C09890,"beta-Obscurine","beta-Obscurine"
kegg:C09891,"Oxolucidine B","Oxolucidine B|Serratanine B"
kegg:C09892,"Phlegmarine","Phlegmarine"
kegg:C09893,"Pulegone","(+)-Pulegone|Pulegone"
kegg:C09894,"Pyrethrin II","Pyrethrin II"
kegg:C09895,"Sauroxine","Sauroxine"
kegg:C09896,"Rotundifolone","Lippione|Rotundifolone"
kegg:C09897,"Selagine","Selagine"
kegg:C09898,"alpha-Terpinene","alpha-Terpinene"
kegg:C09899,"Serratanidine","Serratanidine"
kegg:C09900,"gamma-Terpinene","gamma-Terpinene"
kegg:C09901,"Serratine","Serratine"
kegg:C09902,"(R)-(+)-alpha-Terpineol","(R)-(+)-alpha-Terpineol"
kegg:C09903,"Spirolucidine","Spirolucidine"
kegg:C09904,"beta-Thujaplicin","4-Isopropyltropolone|Hinokitiol|beta-Thujaplicin"
kegg:C09905,"gamma-Thujaplicin","5-Isopropyltropolone|gamma-Thujaplicin"
kegg:C09906,"Thujone","Thujone"
kegg:C09907,"Acanthicifoline","Acanthicifoline"
kegg:C09908,"Thymol","Thymol"
kegg:C09909,"Thymyl acetate","Thymyl acetate"
kegg:C09910,"Actinidine","Actinidine"
kegg:C09911,"Umbellulone","(-)-Umbellulone|Umbellulone"
kegg:C09912,"Arenaine","Arenaine"
kegg:C09913,"Verbenone","Verbenone"
kegg:C09914,"Bakankoside","Bakankoside"
kegg:C09915,"Boschniakine","(R)-6,7-Dihydro-7-methyl-5H-2-pyrindine-4-carbaldehyde|Boschniakine"
kegg:C09916,"Acrovestone","Acrovestone"
kegg:C09917,"Arnebinol","Arnebinol"
kegg:C09918,"Aucuparin","3,5-Dimethoxy-(1,1'-biphenyl)-4-ol|Aucuparin"
kegg:C09919,"Bergenin","Bergenin"
kegg:C09920,"Brazilin","Brazilin"
kegg:C09921,"3-Butylidene-7-hydroxyphthalide","3-Butylidene-7-hydroxyphthalide"
kegg:C09922,"Cleomiscosin A","Cleomiscosin A"
kegg:C09923,"Cyperine","Cyperine"
kegg:C09924,"Daphneticin","Daphneticin"
kegg:C09925,"5,6-Dehydrokawain","5,6-Dehydrokawain"
kegg:C09926,"Dihydromethysticin","Dihydromethysticin"
kegg:C09927,"Euglobal-Ia1","Euglobal-Ia1"
kegg:C09928,"Flossonol","Flossonol"
kegg:C09929,"Garcinol","Garcinol"
kegg:C09930,"Goniothalenol","Altholactone|Goniothalenol"
kegg:C09931,"Haematoxylin","Haematoxylin"
kegg:C09932,"Haemocorin","Haemocorin"
kegg:C09933,"Cantleyine","Cantleyine"
kegg:C09934,"Cassinine","Cassinine"
kegg:C09935,"Catheduline E2","Catheduline E2"
kegg:C09936,"Heritonin","Heritonin"
kegg:C09937,"Celapanine","Celapanine"
kegg:C09938,"(+)-8-Hydroxycalamenene","(+)-8-Hydroxycalamenene"
kegg:C09939,"Strobopinin","Strobopinin"
kegg:C09940,"Chaksine","Chaksine"
kegg:C09941,"Hypercalin B","Hypercalin B"
kegg:C09942,"Karwinaphthol B","Karwinaphthol B"
kegg:C09943,"Dendrobine","Dendrobine"
kegg:C09944,"Karwinskione","Karwinskione"
kegg:C09945,"Deoxynupharidine","Deoxynupharidine"
kegg:C09946,"Enicoflavine","3-(Aminomethylene)-alpha-ethenyltetrahydro-4-hydroxy-2-oxo-2H-pyran-4-acetaldehyde|Enicoflavine"
kegg:C09947,"Kawain","Kawain"
kegg:C09948,"Kolanone","Kolanone"
kegg:C09949,"Fabianine","Fabianine"
kegg:C09950,"Lapachenole","Lapachenole"
kegg:C09951,"Maclurin","Maclurin"
kegg:C09952,"Methysticin","Methysticin"
kegg:C09953,"Monocerin","Monocerin"
kegg:C09954,"Nepodin","1-(1,8-Dihydroxy-3-methylnaphthalen-2-yl)ethanone|Musizin|Nepodin"
kegg:C09955,"Ochratoxin A","Ochratoxin A"
kegg:C09956,"Ohioensin-A","Ohioensin-A"
kegg:C09957,"Gentianadine","Gentianadine"
kegg:C09958,"Orthosporin","Orthosporin"
kegg:C09959,"Paeoniflorin","Paeoniflorin"
kegg:C09960,"Gentianaine","Gentianaine"
kegg:C09961,"Gentianamine","Gentianamine"
kegg:C09962,"Gentioflavine","Gentioflavine"
kegg:C09963,"Polygonolide","Polygonolide"
kegg:C09964,"Purpurogallin","Purpurogallin"
kegg:C09965,"Rhododendrin","Rhododendrin"
kegg:C09966,"Robustadial A","Robustadial A"
kegg:C09967,"Taxifolin 3-O-acetate","Taxifolin 3-O-acetate"
kegg:C09968,"Robustaol A","Robustaol A"
kegg:C09969,"Sarothralin","Sarothralin"
kegg:C09970,"Tephrowatsin A","Tephrowatsin A"
kegg:C09971,"Stypandrol","Stypandrol"
kegg:C09972,"Theasinensin A","Theasinensin A"
kegg:C09973,"Tremulacin","Tremulacin"
kegg:C09974,"2,4,8-Trihydroxy-1-tetralone","2,4,8-Trihydroxy-1-tetralone"
kegg:C09975,"2',4',6'-Trihydroxy-3'-formyldihydrochalcone","2',4',6'-Trihydroxy-3'-formyldihydrochalcone"
kegg:C09976,"Uncinatone","Uncinatone"
kegg:C09977,"Vismione D","Vismione D"
kegg:C09978,"Uvaretin","Uvaretin"
kegg:C09979,"Xanthochymol","Xanthochymol"
kegg:C09980,"Yangonin","4-Methoxy-6-[2-(4-methoxyphenyl)ethenyl]-2H-pyran-2-one|Yangonin"
kegg:C09981,"Zearalenone","Zearalenone"
kegg:C09982,"Acerosin","Acerosin"
kegg:C09983,"Zinnolide","Zinnolide"
kegg:C09984,"N-(p-Hydroxyphenethyl)actinidine","N-(p-Hydroxyphenethyl)actinidine"
kegg:C09985,"Jasminine","Jasminine"
kegg:C09986,"Rhexifoline","Rhexifoline"
kegg:C09987,"beta-Skytanthine","beta-Skytanthine"
kegg:C09988,"Tecomine","Tecomanine|Tecomine"
kegg:C09989,"Tecostanine","Tecostanine"
kegg:C09990,"Thiobinupharidine","Thiobinupharidine"
kegg:C09991,"Valerianine","Valerianine"
kegg:C09992,"Wilfordine","Wilfordine"
kegg:C09993,"Adouetine X","Adouetine X"
kegg:C09994,"Adouetine Y","Adouetine Y"
kegg:C09995,"Adouetine Z","Adouetine Z"
kegg:C09996,"Americine","Americine"
kegg:C09997,"Amphibine A","Amphibine A"
kegg:C09998,"Amphibine B","Amphibine B"
kegg:C09999,"Aralionine A","Aralionine A"
kegg:C10000,"Canthiumine","Canthiumine"
kegg:C10001,"Ceanothine B","Ceanothine B"
kegg:C10002,"Crenatine A","Crenatine A"
kegg:C10003,"Frangulanine","Frangulanine"
kegg:C10004,"Hymenocardine","Hymenocardine"
kegg:C10005,"Integerrenine","Integerrenine"
kegg:C10006,"Integerressine","Integerressine"
kegg:C10007,"Integerrine","Integerrine"
kegg:C10008,"Lasiodine A","Lasiodine A"
kegg:C10009,"Mucronine A","Mucronine A"
kegg:C10010,"Mucronine B","Mucronine B"
kegg:C10011,"Nummularine F","Nummularine F"
kegg:C10012,"Pandamine","Pandamine"
kegg:C10013,"Sativanine B","Sativanine B"
kegg:C10014,"Scutianine F","Scutianine F"
kegg:C10015,"Zizyphine A","Zizyphine A"
kegg:C10016,"Zizyphine F","Zizyphine F"
kegg:C10017,"Agathisflavone","6,8''-Biapigenin|Agathisflavone"
kegg:C10018,"Amentoflavone","3',8''-Biapigenin|Amentoflavone"
kegg:C10019,"Apigenin 7,4'-dimethyl ether","Apigenin 7,4'-dimethyl ether|Apigenin dimethylether"
kegg:C10020,"Apigenin 7-(6''-malonylglucoside)","Apigenin 7-(6''-malonylglucoside)|Apigenin 7-O-(6-malonyl-beta-D-glucoside)"
kegg:C10021,"Axillarin","Axillarin|Quercetagetin 3,6-dimethyl ether"
kegg:C10022,"Azaleatin","Azaleatin|Quercetin 5-methyl ether"
kegg:C10023,"Baicalein","5,6,7-Trihydroxyflavone|Baicalein"
kegg:C10024,"Baicalein 5,6,7-trimethyl ether","Baicalein 5,6,7-trimethyl ether"
kegg:C10025,"Baicalin","Baicalein 7-O-glucuronide|Baicalin"
kegg:C10026,"Carlinoside","Carlinoside"
kegg:C10027,"Chlorflavonin","Chlorflavonin"
kegg:C10028,"Chrysin","5,7-Dihydroxyflavone|Chrysin"
kegg:C10029,"5,7-Dimethoxyflavone","5,7-Dimethoxyflavone|Chrysin 5,7-dimethyl ether"
kegg:C10030,"Chrysosplenetin","Chrysosplenetin|Chrysosplenetin B|Quercetagetin 3,6,7,3'-tetramethyl ether"
kegg:C10031,"Chrysosplenol C","Chrysosplenol C|Quercetagetin 3,7,3'-trimethyl ether"
kegg:C10032,"Cirsilineol","Cirsilineol"
kegg:C10033,"Cirsiliol","Cirsiliol"
kegg:C10034,"Cupressuflavone","8,8''-Biapigenin|Cupressuflavone"
kegg:C10035,"Dasytrichone","Dasytrichone"
kegg:C10036,"Datiscetin","3,5,7,2'-Tetrahydroxyflavone|Datiscetin"
kegg:C10037,"3,7,4'-Trihydroxyflavone","3,7,4'-Trihydroxyflavone|5-Deoxykaempferol"
kegg:C10038,"Diosmetin","Diosmetin|Luteolin 4'-methyl ether"
kegg:C10039,"Diosmin","Diosmetin 7-O-rutinoside|Diosmin"
kegg:C10040,"Eupatilin","Eupatilin"
kegg:C10041,"Fisetin","7,3',4'-Trihydroxyflavonol|Fisetin"
kegg:C10042,"Fisetin 8-C-glucoside","Fisetin 8-C-glucoside"
kegg:C10043,"2-Phenyl-4-benzopyron","2-Phenyl-4-benzopyron|2-Phenyl-4-chromone|Flavone"
kegg:C10044,"Galangin","3,5,7-Trihydroxyflavone|Galangin"
kegg:C10045,"3,5,7-Trimethoxyflavone","3,5,7-Trimethoxyflavone|Chromen-4-one, 3,5,7-trimethoxy-2-phenyl-|Galangin 3,5,7-trimethyl ether"
kegg:C10046,"Genkwanin","Apigenin 7-methyl ether|Genkwanin"
kegg:C10047,"Geraldone","5-Deoxychrysoeriol|Geraldone"
kegg:C10048,"Ginkgetin","Amentoflavone 7,4'-dimethyl ether|Ginkgetin"
kegg:C10049,"Glepidotin A","8-(3,3-DMA)galangin|8-(3,3-Dimethylallyl)galangin|8-Prenylgalangin|Glepidotin A"
kegg:C10050,"Gossypetin 8-rhamnoside","Gossypetin 8-rhamnoside"
kegg:C10051,"Gossypin","Gossypetin 8-O-glucoside|Gossypin"
kegg:C10052,"Athyriol","3-Methoxy-1,6,7-trihydroxyxanthone|Athyriol"
kegg:C10053,"Bellidifolin","3-Methoxy-1,5,8-trihydroxyxanthone|Bellidifolin"
kegg:C10054,"Calophyllin B","6-(3,3-Dimethylallyl)-1,5-dihydroxyxanthone|Calophyllin B"
kegg:C10055,"Dehydrocycloguanandin","Dehydrocycloguanandin"
kegg:C10056,"Demethylbellidifolin","1,3,5,8-Tetrahydroxyxanthone|Demethylbellidifolin"
kegg:C10057,"Hinokiflavone","Hinokiflavone"
kegg:C10058,"Hispidulin","Dinatin|Hispidulin|Scutellarein 6-methyl ether"
kegg:C10059,"6-Deoxyjacareubin","6-Deoxyjacareubin"
kegg:C10060,"3,5-Dimethoxy-1,6-dihydroxyxanthone","3,5-Dimethoxy-1,6-dihydroxyxanthone"
kegg:C10061,"Euxanthone","1,7-Dihydroxyxanthone|Euxanthone"
kegg:C10062,"Gambogic acid","Gambogic acid"
kegg:C10063,"Gartanin","1,3,5,8-Tetrahydroxy-2,4-diprenylxanthone|Gartanin"
kegg:C10064,"Gentiacaulein","2,8-Dihydroxy-1,6-dimethoxyxanthone|Gentiacaulein"
kegg:C10065,"Gentisein","1,3,7-Trihydroxyxanthone|Gentisein"
kegg:C10066,"Gentisin","1,7-Dihydroxy-3-methoxyxanthone|Gentisin"
kegg:C10067,"Irisxanthone","Irisxanthone"
kegg:C10068,"6-Hydroxykaempferol","6-Hydroxykaempferol"
kegg:C10069,"Isoathyriol","6-Methoxy-1,3,7-trihydroxyxanthone|Isoathyriol"
kegg:C10070,"Isogentisin","1,3-Dihydroxy--7-methoxyxanthone|Isogentisin"
kegg:C10071,"1-Isomangostin","1-Isomangostin"
kegg:C10072,"6-Hydroxyluteolin","5,6,7,3',4'-Pentahydroxyflavone|6-Hydroxyluteolin"
kegg:C10073,"Hyperin","Hyperin|Quercetin 3-galactoside"
kegg:C10074,"Jacareubin","Jacareubin"
kegg:C10075,"Lancerin","4-C-Glucosyl-1,3,7-trihydroxyxanthone|Lancerin"
kegg:C10076,"Macluraxanthone","3-Hydroxyblancoxanthone|Macluraxanthone"
kegg:C10077,"Mangiferin","Chinomin|Mangiferin"
kegg:C10078,"Hypolaetin","8-Hydroxyluteolin|Hypolaetin"
kegg:C10079,"Isoetin","5,7,2',4',5'-Pentahydroxyflavone|Isoetin"
kegg:C10080,"Mangostin","Mangostin"
kegg:C10081,"Mesuaxanthone A","1,5-Dihydroxy-3-methoxyxanthone|Mesuaxanthone A"
kegg:C10082,"Mesuaxanthone B","1,5,6-Trihydroxyxanthone|Mesuaxanthone B"
kegg:C10083,"2-O-Methylswertianin","1,8-Dihydroxy-2,6-dimethoxyxanthone|2-O-Methylswertianin"
kegg:C10084,"Isorhamnetin","3-Methylquercetin|Isorhamnetin|Quercetin 3'-methyl ether"
kegg:C10085,"Morellin","Morellin"
kegg:C10086,"Norathyriol","1,3,6,7-Tetrahydroxyxanthone|Norathyriol"
kegg:C10087,"Norlichexanthone","1,3,6-Trihydroxy-8-methyl-9H-xanthen-9-one|Norlichexanthone"
kegg:C10088,"Norswertianin","1,2,6,8-Tetrahydroxyxanthone|Norswertianin"
kegg:C10089,"Norswertianolin","Norswertianolin"
kegg:C10090,"Psorospermin","Psorospermin"
kegg:C10091,"Swerchirin","3,5-Dimethoxy-1,8-dihydroxyxanthone|5-O-Methylbellidifolin|Swerchirin"
kegg:C10092,"Swertianin","1,2,8-Trihydroxy-6-methoxyxanthone|Swertianin"
kegg:C10093,"Swertianolin","Bellidifolin-8-O-glucoside|Swertianolin"
kegg:C10094,"1,3,5-Trihydroxyxanthone","1,3,5-Trihydroxyxanthone"
kegg:C10095,"Tripteroside","Norathyriol-6-O-beta-D-glucoside|Tripteroside"
kegg:C10097,"Isoscutellarein","8-Hydroxyapigenin|Isoscutellarein"
kegg:C10098,"Kaempferide","Kaempferide|Kaempferol 4'-methyl ether|Kempferide"
kegg:C10099,"Kuwanone G","Kuwanone G"
kegg:C10100,"Kuwanone H","Kuwanone H"
kegg:C10101,"(-)-Usnic acid","(-)-Usnic acid|(S)-Usnate|(S)-Usnic acid"
kegg:C10102,"Lucenin-2","Lucenin-2|Luteolin 6,8-di-C-glucoside"
kegg:C10103,"Luteolin 7-O-(6''-malonylglucoside)","Luteolin 7-O-(6''-malonylglucoside)"
kegg:C10104,"6-Methoxyluteolin 7-rhamnoside","6-Methoxyluteolin 7-rhamnoside"
kegg:C10105,"Morin","3,5,7,2',4'-Pentahydroxyflavone|C.I.Natural Yellow 8|Morin"
kegg:C10106,"Morusin","Morusin"
kegg:C10107,"Myricetin","3,5,7,3',4',5'-Hexahydroxyflavone|Myricetin"
kegg:C10108,"Myricitrin","Myricetin 3-O-rhamnoside|Myricitrin"
kegg:C10109,"Neocarlinoside","Neocarlinoside"
kegg:C10110,"Neoschaftoside","Neoschaftoside"
kegg:C10111,"Nevadensin","Nevadensin"
kegg:C10112,"Nobiletin","5,6,7,8,3',4'-Hexamethoxyflavone|Hexamethoxyflavone|Nobiletin"
kegg:C10113,"Norwogonin","5,7,8-Trihydroxyflavone|Norwogonin"
kegg:C10114,"Orientin","Luteolin 8-C-glucoside|Orientin"
kegg:C10115,"Oxyanin A","Oxyanin A|Oxyayanin A"
kegg:C10116,"Oxyanin B","Oxyanin B|Oxyayanin B"
kegg:C10117,"Pachypodol","Pachypodol|Quercetin 3,7,3'-trimethyl ether"
kegg:C10118,"Patuletin","Patuletin|Quercetagetin 6-methyl ether"
kegg:C10119,"Pedalitin","3',4',5,6-Tetrahydroxy-7-methoxyflavone|Pedalitin"
kegg:C10120,"Pinoquercetin","6-C-Methylquercetin|Pinoquercetin"
kegg:C10121,"Primetin","5,8-Dihydroxyflavone|Primetin"
kegg:C10122,"Quercetagetin","6-Hydroxyquercetin|Quercetagetin"
kegg:C10123,"Adenocarpine","Adenocarpine"
kegg:C10124,"Alexine","Alexine"
kegg:C10125,"Ammodendrine","Ammodendrine|Spherocarpine"
kegg:C10126,"Anatabine","(-)-Anatabine|Anatabine"
kegg:C10127,"Anibine","Anibine"
kegg:C10128,"Arecaidine","Arecaidine"
kegg:C10129,"Arecoline","Arecoline"
kegg:C10130,"Astrocasine","Astrocasine"
kegg:C10131,"Astrophylline","Astrophylline"
kegg:C10132,"Australine","Australine"
kegg:C10133,"Brunfelsamidine","Brunfelsamidine"
kegg:C10134,"Buchananine","Buchananine"
kegg:C10135,"Carpaine","Carpaine"
kegg:C10136,"Cassine","Cassine"
kegg:C10137,"Codonopsine","Codonopsine"
kegg:C10138,"gamma-Coniceine","gamma-Coniceine"
